parentEventID,eventID,eventDate,decimalLatitude,decimalLongitude,eventType,habitat,samplingProtocol,verbatimLatitude,verbatimLongitude,eventRemarks,coordinateUncertaintyinmeters
,2015/110,6/8/2015,28.109,-82.78593333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8840,28 ̊06.540',82 ̊47.156',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/111,6/8/2015,28.10823333,-82.7855,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8841,28 ̊06.494',82 ̊47.130',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/113,6/8/2015,28.10711667,-82.78118333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8842,28 ̊06.427',82 ̊46.871',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/115,6/8/2015,28.10721667,-82.78103333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8843,28 ̊06.433',82 ̊46.862',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/123,6/9/2015,28.18251667,-82.8309,Longline,Seagrass,methods described: https://doi.org/10.1002/ece3.8844,28 ̊10.951',82 ̊49.854',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/126,6/9/2015,28.1828,-82.83131667,Longline,Seagrass,methods described: https://doi.org/10.1002/ece3.8845,28 ̊10.968',82 ̊49.879',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/125,6/9/2015,28.18338333,-82.83,Rod/Reel,Seagrass,methods described: https://doi.org/10.1002/ece3.8846,28 ̊11.003',82 ̊49.800',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/117,6/9/2015,28.10975,-82.83233333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8847,28 ̊06.585',82 ̊49.940',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/118,6/9/2015,28.10963333,-82.83243333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8848,28 ̊06.578',82 ̊49.946',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/119,6/9/2015,28.09011667,-82.83216667,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8849,28 ̊05.407',82 ̊49.930',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/120,6/9/2015,28.10721667,-82.7815,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8850,28 ̊06.433',82 ̊46.890',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/121,6/9/2015,28.1073,-82.78143333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8851,28 ̊06.438',82 ̊46.886',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/122,6/9/2015,28.10726667,-82.78126667,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8852,28 ̊06.436',82 ̊46.876',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/124,6/9/2015,28.10715,-82.7813,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8853,28 ̊06.429',82 ̊46.878',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/127,6/9/2015,28.10721667,-82.78128333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8854,28 ̊06.433',82 ̊46.877',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/128,6/9/2015,28.10721667,-82.7811,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8855,28 ̊06.433',82 ̊46.866',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/132,6/10/2015,28.18135,-82.83246667,Longline,Seagrass,methods described: https://doi.org/10.1002/ece3.8856,28 ̊10.881',82 ̊49.948',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/133,6/10/2015,28.10346667,-82.82873333,Longline,Sand,methods described: https://doi.org/10.1002/ece3.8857,28 ̊06.208',82 ̊49.724',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/130,6/10/2015,28.1812,-82.83278333,Rod/Reel,Seagrass,methods described: https://doi.org/10.1002/ece3.8858,28 ̊10.872',82 ̊49.967',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/129,6/10/2015,28.10971667,-82.83256667,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8859,28 ̊06.583',82 ̊49.954',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/131,6/10/2015,28.0894,-82.83283333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8860,28 ̊05.364',82 ̊49.970',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/135,6/11/2015,28.1828,-82.83081667,Longline,Seagrass,methods described: https://doi.org/10.1002/ece3.8861,28 ̊10.968',82 ̊49.849',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/134,6/11/2015,28.11028333,-82.78371667,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8862,28 ̊06.617',82 ̊47.023',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/136,6/12/2015,28.18255,-82.8312,Longline,Seagrass,methods described: https://doi.org/10.1002/ece3.8863,28 ̊10.953',82 ̊49.872',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/142,6/12/2015,28.18106667,-82.83301667,Longline,Seagrass,methods described: https://doi.org/10.1002/ece3.8864,28 ̊10.864',82 ̊49.981',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/137,6/12/2015,28.10725,-82.78158333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8865,28 ̊06.435',82 ̊46.895',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/138,6/12/2015,28.11005,-82.78401667,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8866,28 ̊06.603',82 ̊47.041',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/139,6/12/2015,28.10711667,-82.78148333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8867,28 ̊06.427',82 ̊46.889',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/140,6/12/2015,28.10711667,-82.7815,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8868,28 ̊06.427',82 ̊46.890',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/141,6/12/2015,28.1074,-82.78163333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8869,28 ̊06.444',82 ̊46.898',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/143,6/12/2015,28.1025,-82.80873333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8870,28 ̊06.150',82 ̊48.524',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/144,6/12/2015,28.10723333,-82.78166667,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8871,28 ̊06.434',82 ̊46.900',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/145,6/15/2015,28.18551667,-82.83328333,Longline,Seagrass,methods described: https://doi.org/10.1002/ece3.8872,28 ̊11.131',82 ̊49.997',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/147,6/15/2015,28.06726667,-82.8745,Longline,Artificial Reef,methods described: https://doi.org/10.1002/ece3.8873,28 ̊04.036',82 ̊52.470',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/146,6/15/2015,28.10726667,-82.78155,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8874,28 ̊06.436',82 ̊46.893',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/148,6/15/2015,28.10721667,-82.7818,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8875,28 ̊06.433',82 ̊46.908',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/149,6/15/2015,28.10736667,-82.78186667,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8876,28 ̊06.442',82 ̊46.912',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/151,6/16/2015,28.01123333,-82.8918,Longline,Artificial Reef,methods described: https://doi.org/10.1002/ece3.8877,28 ̊00.674',82 ̊53.508',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/155,6/16/2015,28.06693333,-82.87346667,Longline,Seagrass,methods described: https://doi.org/10.1002/ece3.8878,28 ̊04.016',82 ̊52.408',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/158,6/16/2015,28.06466667,-82.87441667,Longline,Seagrass,methods described: https://doi.org/10.1002/ece3.8879,28 ̊03.880',82 ̊52.465',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/150,6/16/2015,28.10708333,-82.78711667,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8880,28 ̊06.425',82 ̊47.227',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/152,6/16/2015,28.1073,-82.7813,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8881,28 ̊06.438',82 ̊46.878',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/153,6/16/2015,28.1072,-82.78123333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8882,28 ̊06.432',82 ̊46.874',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/154,6/16/2015,28.1075,-82.78135,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8883,28 ̊06.450',82 ̊46.881',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/156,6/16/2015,28.10238333,-82.80811667,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8884,28 ̊06.143',82 ̊48.487',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/157,6/16/2015,28.09525,-82.80635,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8885,28 ̊05.715',82 ̊48.381',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/159,6/17/2015,28.06553333,-82.87466667,Longline,Seagrass,methods described: https://doi.org/10.1002/ece3.8886,28 ̊03.932',82 ̊52.480',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/160,6/17/2015,28.06535,-82.87365,Longline,Seagrass,methods described: https://doi.org/10.1002/ece3.8887,28 ̊03.921',82 ̊52.419',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/162,6/17/2015,28.05525,-82.90876667,Longline,Artificial Reef,methods described: https://doi.org/10.1002/ece3.8888,28 ̊03.315',82 ̊54.526',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/163,6/17/2015,28.05518333,-82.90925,Longline,Artificial Reef,methods described: https://doi.org/10.1002/ece3.8889,28 ̊03.311',82 ̊54.555',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/161,6/17/2015,28.10741667,-82.78106667,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8890,28 ̊06.445',82 ̊46.864',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/164,6/18/2015,28.0655,-82.87383333,Longline,Seagrass,methods described: https://doi.org/10.1002/ece3.8891,28 ̊03.930',82 ̊52.430',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/165,6/18/2015,28.05606667,-82.9101,Longline,Artificial Reef,methods described: https://doi.org/10.1002/ece3.8892,28 ̊03.364',82 ̊54.606',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/168,6/18/2015,28.06568333,-82.87388333,Longline,Seagrass,methods described: https://doi.org/10.1002/ece3.8893,28 ̊03.941',82 ̊52.433',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/166,6/18/2015,28.18705,-82.84365,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8894,28 ̊11.223',82 ̊50.619',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/167,6/18/2015,28.10941667,-82.83243333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8895,28 ̊06.565',82 ̊49.946',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/170,6/19/2015,28.18375,-82.83171667,Longline,Seagrass,methods described: https://doi.org/10.1002/ece3.8896,28 ̊11.025',82 ̊49.903',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/171,6/19/2015,28.18213333,-82.83133333,Longline,Seagrass,methods described: https://doi.org/10.1002/ece3.8897,28 ̊10.928',82 ̊49.880',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/175,6/19/2015,28.18283333,-82.8309,Longline,Seagrass,methods described: https://doi.org/10.1002/ece3.8898,28 ̊10.970',82 ̊49.854',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/169,6/19/2015,28.10708333,-82.7865,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8899,28 ̊06.425',82 ̊47.190',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/172,6/19/2015,28.18798333,-82.84008333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8900,28 ̊11.279',82 ̊50.405',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/173,6/19/2015,28.10255,-82.80851667,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8901,28 ̊06.153',82 ̊48.511',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/174,6/19/2015,28.18393333,-82.83793333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8902,28 ̊11.036',82 ̊50.276',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/176,6/19/2015,28.10721667,-82.78148333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8903,28 ̊06.433',82 ̊46.889',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/179,6/22/2015,28.183,-82.83371667,Longline,Sand,methods described: https://doi.org/10.1002/ece3.8904,28 ̊10.980',82 ̊50.023',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/177,6/22/2015,28.1835,-82.83338333,Rod/Reel,Sand,methods described: https://doi.org/10.1002/ece3.8905,28 ̊11.010',82 ̊50.003',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/180,6/22/2015,28.18351667,-82.83371667,Rod/Reel,Sand,methods described: https://doi.org/10.1002/ece3.8906,28 ̊11.011',82 ̊50.023',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/178,6/22/2015,28.10261667,-82.80853333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8907,28 ̊06.157',82 ̊48.512',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/181,6/23/2015,28.06853333,-82.87321667,Longline,Seagrass,methods described: https://doi.org/10.1002/ece3.8908,28 ̊04.112',82 ̊52.393',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/183,6/23/2015,28.01508333,-82.8944,Longline,Artificial Reef,methods described: https://doi.org/10.1002/ece3.8909,28 ̊00.905',82 ̊53.664',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/182,6/23/2015,28.0849,-82.83245,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8910,28 ̊05.094',82 ̊49.947',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/187,6/24/2015,28.0337,-82.8284,Longline,Sand,methods described: https://doi.org/10.1002/ece3.8911,28 ̊02.022',82 ̊49.704',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/184,6/24/2015,28.10745,-82.78161667,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8912,28 ̊06.447',82 ̊46.897',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/185,6/24/2015,28.1075,-82.78128333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8913,28 ̊06.450',82 ̊46.877',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/186,6/24/2015,28.07301667,-82.81978333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8914,28 ̊04.381',82 ̊49.187',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/188,6/24/2015,28.08516667,-82.8333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8915,28 ̊05.110',82 ̊49.998',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/191,6/25/2015,28.10221667,-82.83868333,Longline,Sand,methods described: https://doi.org/10.1002/ece3.8916,28 ̊06.133',82 ̊50.321',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/192,6/25/2015,28.10146667,-82.84008333,Longline,Sand,methods described: https://doi.org/10.1002/ece3.8917,28 ̊06.088',82 ̊50.405',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/189,6/25/2015,28.10746667,-82.78136667,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8918,28 ̊06.448',82 ̊46.882',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/190,6/25/2015,28.10721667,-82.7815,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8919,28 ̊06.433',82 ̊46.890',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/193,6/26/2015,28.10998333,-82.78453333,Dip net,Seagrass,methods described: https://doi.org/10.1002/ece3.8920,28 ̊06.599',82 ̊47.072',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/194,6/26/2015,28.10748333,-82.78153333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8921,28 ̊06.449',82 ̊46.892',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/195,6/26/2015,28.10718333,-82.7808,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8922,28 ̊06.431',82 ̊46.848',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/196,6/26/2015,28.10818333,-82.78643333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8923,28 ̊06.491',82 ̊47.186',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/197,6/26/2015,28.10236667,-82.80846667,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8924,28 ̊06.142',82 ̊48.508',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/198,6/29/2015,28.07415,-82.81895,Longline,Seagrass,methods described: https://doi.org/10.1002/ece3.8925,28 ̊04.449',82 ̊49.137',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/199,6/29/2015,28.10735,-82.78105,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8926,28 ̊06.441',82 ̊46.863',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/200,6/29/2015,28.11088333,-82.78331667,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8927,28 ̊06.653',82 ̊46.999',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/201,6/30/2015,28.1095,-82.78383333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8928,28 ̊06.570',82 ̊47.030',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/202,6/30/2015,28.10988333,-82.78383333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8929,28 ̊06.593',82 ̊47.030',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/203,6/30/2015,28.10768333,-82.78118333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8930,28 ̊06.461',82 ̊46.871',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/204,6/30/2015,28.10745,-82.78115,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8931,28 ̊06.447',82 ̊46.869',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/205,6/30/2015,28.09326667,-82.83303333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8932,28 ̊05.596',82 ̊49.982',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/206,6/30/2015,28.08503333,-82.8327,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8933,28 ̊05.102',82 ̊49.962',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/207,6/30/2015,28.10228333,-82.80848333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8934,28 ̊06.137',82 ̊48.509',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/208,6/30/2015,28.08501667,-82.8324,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8935,28 ̊05.101',82 ̊49.944',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
,2015/209,6/30/2015,28.11051667,-82.78348333,Tangle net,Seagrass,methods described: https://doi.org/10.1002/ece3.8936,28 ̊06.631',82 ̊47.009',"If decimalLatitude = 28.1425 and decimalLongitude = -82.8110, we did not have exact sampling coordinates. These values reflect the midpoint of all the data captured",1450
